Type,Start,End,Duration,Distance,"Average Heart Rate","Max Heart Rate","Average Pace","Average Speed","Average Cadence","Active Energy","Total Energy","Elevation Ascended","Elevation Descended",Weather Temperature,Weather Humidity
"Stair Climbing","2019-05-23 10:10","2019-05-23 10:27","0:16:37",,"115.9992986364079","119.34585565864155",,,,"154.4020000000001","192.32200000000012",,,"16.666666666666686","74"
"Outdoor Walking","2019-05-22 16:16","2019-05-22 16:42","0:25:50","2.0348984258275014","76.8461294484464","84.28309859154932","0:12:41","4.726071141866325","192.59282562184725","134.58399999999995","216.624","16.28",,"21.666666666666686","53"
"Outdoor Walking","2019-05-21 18:30","2019-05-21 19:26","0:56:29","3.807644946543034","85.49658013515096","92.84144427001573","0:14:50","4.043671429696042","178.26705941129714","276.8370000000001","405.1530000000002","35.32",,"16.666666666666686","65"
"Stair Climbing","2019-05-21 10:37","2019-05-21 10:54","0:17:20",,"102.5416604547871","104.33632126936232",,,,"128.215","195.06800000000004",,,"12.777777777777828","84"
"Indoor Cycling","2019-05-21 10:01","2019-05-21 10:15","0:14:19",,"100.46141278121192","102.16393442622952",,,,"99.63099999999997","160.188",,,"12.777777777777828","84"
"Stair Climbing","2019-05-12 06:03","2019-05-12 06:27","0:23:51",,"64.89670272198279","66.2693522906793",,,,"37.74599999999998","112.86400000000003",,,"31.666666666666686","70"
"Stair Climbing","2019-04-16 14:45","2019-04-16 14:51","0:06:35",,"116.64237504000161","116.64237504000161",,,,"64.1570000000001","110.3880000000001",,,"13.333333333333371","60"
"Indoor Cycling","2019-04-16 14:04","2019-04-16 14:16","0:11:55",,"112.60447169727547","114.66339869281047",,,,"116.71100000000004","173.59500000000008",,,"13.333333333333371","60"
"Outdoor Walking","2019-04-15 15:29","2019-04-15 16:14","0:44:14","4.255723932089634","93.52327631299927","98.53540579469262","0:10:23","5.770901446739135","235.6340379445061","336.9869999999999","456.682","50.26",,"12.777777777777828","47"
"Stair Climbing","2019-04-15 11:58","2019-04-15 12:11","0:13:02",,"127.03590801408964","130.91904761904763",,,,"143.7770000000001","203.45500000000013",,,"11.111111111111143","52"
"Other","2019-04-15 10:59","2019-04-15 11:45","0:45:50",,"101.15557826464342","104.7756941472133",,,,"286.1820000000002","389.11900000000026",,,"10.5555555555556","56"
"Outdoor Walking","2019-04-14 16:14","2019-04-14 17:01","0:47:40","4.199818605268257","83.73981035775628","86.0961749121297","0:11:20","5.286439102571524","220.00636221071073","291.418","421.1320000000001","44.99",,"9.444444444444457","61"
"Outdoor Walking","2019-04-13 17:09","2019-04-13 17:58","0:49:21","4.27528328967013","85.54160204571652","86.96305031446542","0:11:32","5.196199914292038","225.6625080081542","300.26099999999997","431.2950000000001","46.65",,"8.333333333333371","83"
"Stair Climbing","2019-04-13 12:56","2019-04-13 13:12","0:16:44",,"102.36254855595728","104.56623018607857",,,,"122.56999999999996","192.86700000000002",,,"7.777777777777828","77"
"Outdoor Walking","2019-04-12 15:06","2019-04-12 16:03","0:57:19","4.325484122973983","80.49254964955749","84.77602523659303","0:13:15","4.527562430879802","195.71369063152778","312.44","471.0490000000002","50.79",,"11.666666666666686","66"
"Stair Climbing","2019-04-11 15:09","2019-04-11 15:22","0:13:08",,"125.69383692506507","127.15419367391868",,,,"148.50899999999996","208.534",,,"8.888888888888914","85"
"Indoor Cycling","2019-04-10 13:15","2019-04-10 13:48","0:33:00",,"74.40993093142089","79.30439550933907",,,,"107.32100000000015","182.4880000000002",,,"7.777777777777828","90"
"Outdoor Walking","2019-04-09 14:59","2019-04-09 15:48","0:48:21","4.249329567546519","82.32548632515127","92.74830520698107","0:11:22","5.271788325268221","222.665938495979","309.844","425.8780000000001","47.96",,"12.777777777777828","57"
"Rowing","2019-04-09 12:14","2019-04-09 12:29","0:14:32",,"106.65302793296092","106.65302793296092",,,,"108.24399999999997","168.89099999999996",,,"8.888888888888914","78"
"Other","2019-04-09 11:22","2019-04-09 12:08","0:46:07",,"77.55650974251827","86.47741935483872",,,,"260.6590000000003","361.8420000000003",,,"8.333333333333371","82"
"Outdoor Walking","2019-04-08 16:14","2019-04-08 17:00","0:45:45","4.2651056013874475","86.24166489453378","89.47580051978623","0:10:43","5.591787385472697","109.47328016702257","311.984","438.2550000000001","45.68",,"12.777777777777828","63"
"Indoor Cycling","2019-04-08 12:49","2019-04-08 13:01","0:12:12",,"111.52758447735471","114.63030303030304",,,,"103.53800000000011","157.3190000000001",,,"10.5555555555556","74"
"Stair Climbing","2019-04-07 14:51","2019-04-07 15:12","0:20:32",,"115.03340133040862","119.61957696323202",,,,"202.94899999999996","277.45399999999995",,,"12.777777777777828","60"
"Other","2019-04-07 14:25","2019-04-07 14:33","0:08:03",,"113.42231480996655","113.42231480996655",,,,"50.43400000000005","96.86200000000005",,,"12.777777777777828","59"
"Indoor Cycling","2019-04-07 13:57","2019-04-07 14:14","0:16:17",,"114.92726049074575","117.50049532202351",,,,"150.64300000000006","187.79500000000007",,,"12.222222222222285","63"
"Indoor Walking","2019-04-06 16:20","2019-04-06 16:41","0:20:28","2.744867989328806","113.82536498747886","121.58084439360654","0:07:27","8.043708466876659","117.85379352648742","266.182","339.47700000000003",,,"11.666666666666686","63"
"Indoor Walking","2019-04-06 16:13","2019-04-06 16:18","0:05:28","0.3513150444420753","88.30278568330175","88.30278568330175","0:15:34","3.8541007943972065","93.61682183499858","25.809999999999995","38.480000000000004",,,"11.666666666666686","63"
"Stair Climbing","2019-04-06 15:51","2019-04-06 16:04","0:13:13",,"130.82629724898462","136.663179916318",,,,"154.02799999999982","184.17199999999985",,,"12.222222222222285","61"
"Indoor Cycling","2019-04-06 15:18","2019-04-06 15:30","0:12:32",,"112.8443117927144","114.4158963127015",,,,"115.16200000000002","173.79900000000004",,,"12.222222222222285","60"
"Outdoor Walking","2019-04-05 13:54","2019-04-05 15:27","1:32:55","8.017916509647272","90.30162921341679","98.68716094032553","0:11:35","5.177273611386084","229.80364950502803","647.928","879.5090000000002","163.48",,"15.000000000000057","61"
"Outdoor Walking","2019-04-04 17:39","2019-04-04 18:29","0:50:06","4.20470083025971","88.19682598444837","94.20676064511453","0:11:54","5.035393916036763","218.90386082235932","280.832","414.62300000000016","41.92",,"16.111111111111143","52"
"Stair Climbing","2019-04-04 14:10","2019-04-04 14:26","0:16:02",,"120.90311808916636","124.26913580246915",,,,"168.65999999999994","235.33199999999997",,,"16.111111111111143","52"
"Indoor Cycling","2019-04-04 13:45","2019-04-04 13:58","0:13:10",,"121.72026085492749","122.7719560200896",,,,"135.021","165.16500000000002",,,"16.111111111111143","52"
"Stair Climbing","2019-04-03 14:25","2019-04-03 14:42","0:16:45",,"134.96431111701713","138.53055694216638",,,,"210.82999999999964","280.3059999999996",,,"13.333333333333371","78"
"Other","2019-04-03 13:52","2019-04-03 14:19","0:26:42",,"100.86252129734238","107.47146265053317",,,,"187.6599999999998","246.59899999999982",,,"14.444444444444457","73"
"Outdoor Walking","2019-04-02 17:40","2019-04-02 18:33","0:52:51","4.3845383363639705","76.63940613445456","77.99683151499315","0:12:03","4.976863630955506","218.5311455415512","292.30800000000005","433.32000000000016","48.7",,"16.666666666666686","37"
"Outdoor Walking","2019-04-02 14:27","2019-04-02 15:27","0:54:28","4.290748715159565","75.3401798106308","80.50582099254738","0:12:41","4.725449621360239","191.64904053859644","301.3879999999999","456.53299999999996","47.67",,"18.888888888888914","27"
"Outdoor Walking","2019-04-01 11:35","2019-04-01 12:22","0:47:12","4.238323700958048","76.39941687624405","78.01448609431678","0:11:08","5.387420700838339","221.96713640359167","299.354","427.0300000000001","50.63",,"16.666666666666686","41"
"Outdoor Walking","2019-03-31 11:56","2019-03-31 13:53","1:54:35","9.355443589052767","76.95638289562237","90.74330708661415","0:12:14","4.898190771388094","216.00694110297104","687.18","972.0290000000002","179.5",,"14.444444444444457","55"
"Outdoor Walking","2019-03-30 14:14","2019-03-30 15:03","0:49:27","4.243629776645569","80.11348909199076","85.21746593155103","0:11:39","5.148001980200669","220.01735352843758","294.49699999999996","425.8380000000001","50.51",,"15.5555555555556","49"
"Outdoor Walking","2019-03-29 16:45","2019-03-29 17:40","0:54:22","4.306878430739976","91.14397206385864","97.84281200631916","0:12:37","4.75277568089942","200.83517712716792","314.82000000000005","457.24800000000016","47.93",,"16.111111111111143","47"
"Stair Climbing","2019-03-29 14:51","2019-03-29 15:09","0:17:17",,"120.20606415797319","121.00731660046527",,,,"180.4489999999999","245.5379999999999",,,"14.444444444444457","54"
"Stair Climbing","2019-03-29 14:21","2019-03-29 14:34","0:13:22",,"131.73220492801647","136.4793388429752",,,,"155.96199999999993","218.13799999999998",,,"14.444444444444457","55"
"Other","2019-03-29 13:35","2019-03-29 14:11","0:36:14",,"101.27742829336353","105.83907230423522",,,,"205.5250000000002","287.4340000000003",,,"15.000000000000057","52"
"Outdoor Walking","2019-03-27 17:23","2019-03-27 18:22","0:58:28","3.9774861943670548","79.97585537055814","89.94997712552068","0:14:41","4.081720459210579","179.169262939246","295.17100000000005","455.7180000000002","45.99",,"15.000000000000057","37"
"Outdoor Walking","2019-03-27 14:07","2019-03-27 15:06","0:58:38","4.9101186882576435","80.54324361883606","83.0962441314554","0:11:56","5.023228953241074","223.14384672564088","308.93500000000006","473.9380000000002","24.1",,"15.000000000000057","42"
"Other","2019-03-27 12:07","2019-03-27 12:36","0:29:35",,"101.16101379121964","103.8501529051988",,,,"189.86000000000004","285.3880000000001",,,"13.888888888888914","42"
"Outdoor Walking","2019-03-26 17:20","2019-03-26 18:24","1:03:34","5.430627694496984","82.13888780604906","83.84549246925857","0:11:42","5.125848011007666","221.38165188711338","365.7960000000001","537.9620000000002","49.49",,"12.777777777777828","45"
"Stair Climbing","2019-03-26 12:01","2019-03-26 12:06","0:05:26",,"106.77218525879205","106.77218525879205",,,,"46.37200000000007","87.91500000000005",,,"11.111111111111143","67"
"Indoor Cycling","2019-03-26 11:26","2019-03-26 11:40","0:13:38",,"105.11852889412455","108.95454545454544",,,,"100.025","160.89700000000002",,,"10.5555555555556","69"
"Outdoor Walking","2019-03-25 14:36","2019-03-25 15:47","1:11:47","5.860035609249841","90.01680293293956","94.86580499653019","0:12:15","4.897789274803327","226.77390052565278","463.90300000000013","649.9160000000003","143.36",,"14.444444444444457","56"
"Rowing","2019-03-25 12:36","2019-03-25 12:50","0:14:00",,"109.71433186241316","113.56415094339624",,,,"102.99099999999999","166.00100000000003",,,"13.888888888888914","60"
"Indoor Cycling","2019-03-25 12:10","2019-03-25 12:22","0:11:51",,"111.0308936955064","111.0308936955064",,,,"103.28600000000003","130.35800000000006",,,"14.444444444444457","57"
"Outdoor Walking","2019-03-23 13:50","2019-03-23 15:07","1:16:57","6.288155034901108","90.10402942648635","98.37928378898731","0:12:14","4.901984298036957","226.77026494514524","533.459","732.8970000000002","172.11",,"13.333333333333371","57"
"Outdoor Walking","2019-03-22 13:20","2019-03-22 14:12","0:52:02","4.230698088276665","82.08685005806981","93.17434620174343","0:12:18","4.876896922879426","212.69749884347962","291.52400000000006","429.3680000000002","48.99",,"16.111111111111143","50"
"Outdoor Walking","2019-03-21 16:04","2019-03-21 16:54","0:48:57","4.216249707121984","91.95607584452048","96.29528270977625","0:11:36","5.16755602873215","220.41128668951262","285.2099999999999","410.48300000000006","40.69",,"15.5555555555556","50"
"Stair Climbing","2019-03-21 12:27","2019-03-21 12:43","0:15:14",,"126.27876342066688","131.93016759776532",,,,"168.93699999999995","235.17699999999996",,,"16.111111111111143","46"
"Indoor Cycling","2019-03-21 12:08","2019-03-21 12:19","0:10:48",,"119.07974523157687","119.07974523157687",,,,"107.13500000000002","131.90300000000005",,,"15.5555555555556","45"
"Other","2019-03-21 11:51","2019-03-21 12:03","0:10:09",,"92.18083657031129","92.18083657031129",,,,"56.111000000000054","84.37400000000008",,,"15.5555555555556","45"
"Outdoor Walking","2019-03-20 14:52","2019-03-20 15:49","0:52:56","4.032798651380348","77.7116463069831","83.23040752351099","0:13:07","4.570718947811668","199.49209315805274","288.4779999999999","438.024","49.61",,"19.444444444444457","34"
"Rowing","2019-03-20 13:04","2019-03-20 13:09","0:05:09",,"101.5946639071358","101.5946639071358",,,,"33.99899999999998","71.967",,,"18.888888888888914","32"
"Indoor Cycling","2019-03-20 12:38","2019-03-20 12:51","0:12:41",,"110.084828693955","110.44949494949496",,,,"106.68299999999998","135.675",,,"19.444444444444457","31"
"Outdoor Walking","2019-03-19 18:10","2019-03-19 19:03","0:51:45","4.323256386378198","80.8722731580219","84.81402587296955","0:11:58","5.012295506531276","214.43755315426333","297.24299999999994","439.2840000000001","47.67",,"20.000000000000057","31"
"Stair Climbing","2019-03-19 12:44","2019-03-19 13:01","0:17:01",,"117.3784045795733","119.06783369803063",,,,"168.99799999999982","239.28099999999984",,,"18.33333333333337","31"
"Stair Climbing","2019-03-19 12:20","2019-03-19 12:32","0:12:13",,"126.31121031686762","134.59498466534365",,,,"125.52999999999977","153.46599999999978",,,"17.77777777777783","34"
"Indoor Cycling","2019-03-19 11:47","2019-03-19 12:01","0:13:09",,"108.76419455836161","109.41379310344826",,,,"109.179","170.10300000000004",,,"17.77777777777783","32"
"Other","2019-03-19 11:07","2019-03-19 11:41","0:33:48",,"87.56501765033664","91.79731397370388",,,,"200.4870000000002","275.9330000000002",,,"15.5555555555556","36"
"Stair Climbing","2019-03-18 14:46","2019-03-18 15:19","0:32:59",,"125.10496601209871","131.98258841595919",,,,"358.84699999999975","461.55999999999983",,,"16.666666666666686","43"
"Stair Climbing","2019-03-18 14:18","2019-03-18 14:32","0:13:59",,"125.1329679067482","128.28798586572432",,,,"149.734","181.51100000000002",,,"16.666666666666686","43"
"Outdoor Walking","2019-03-17 13:24","2019-03-17 15:04","1:39:53","8.066647936889426","82.79111559262864","87.1072555205048","0:12:22","4.845249331811067","218.951544287487","662.916","907.5110000000003","193.9",,"16.111111111111143","42"
"Outdoor Walking","2019-03-16 14:30","2019-03-16 15:19","0:48:21","4.1926852025418775","80.22362841854086","83.16677591534786","0:11:32","5.202024614212784","218.77676506739158","285.69999999999993","410.932","49.13",,"13.333333333333371","53"
"Outdoor Walking","2019-03-15 18:16","2019-03-15 19:06","0:49:40","3.9059618183934672","90.52543217264937","100.36508562415499","0:12:43","4.717768461009052","212.40007310186488","282.626","413.8090000000001","45.02",,"12.222222222222285","60"
"Stair Climbing","2019-03-15 16:10","2019-03-15 16:43","0:32:31",,"113.51589144902351","126.78857765020295",,,,"317.4360000000001","418.4250000000001",,,"12.777777777777828","54"
"Indoor Cycling","2019-03-15 15:29","2019-03-15 15:59","0:30:01",,"91.52564775938976","94.54768852141046",,,,"169.3519999999999","237.41499999999994",,,"12.777777777777828","54"
"Stair Climbing","2019-03-15 15:02","2019-03-15 15:17","0:14:31",,"120.52427274612931","125.49489441855854",,,,"149.72799999999995","182.55999999999997",,,"13.333333333333371","51"
"Rowing","2019-03-14 14:34","2019-03-14 14:48","0:14:39",,"103.5865177230177","105.51864406779663",,,,"98.099","159.30200000000002",,,"10.000000000000057","54"
